City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,chokurdakh,70.6333,147.9167,-20.24,95,100,2.54,RU,1680213519
1,yar-sale,66.8333,70.8333,-18.47,97,99,3.78,RU,1680213519
2,asyut,27.181,31.1837,14.1,34,0,9.17,EG,1680213519
3,yellowknife,62.456,-114.3525,-10.71,52,20,1.03,CA,1680213520
4,puerto ayora,-0.7393,-90.3518,30.98,88,67,3.58,EC,1680213520
5,coahuayana,18.7333,-103.6833,30.84,34,100,3.02,MX,1680213520
6,broome,42.2506,-75.833,5.9,47,0,4.12,US,1680213520
7,petropavlovsk-kamchatskiy,53.0452,158.6483,-0.67,69,0,4.0,RU,1680213520
8,srednekolymsk,67.45,153.6833,-10.55,91,100,2.83,RU,1680213520
9,hermanus,-34.4187,19.2345,12.67,83,51,2.53,ZA,1680213521
10,dikson,73.5069,80.5464,-27.3,100,96,3.29,RU,1680213521
11,longyearbyen,78.2186,15.6401,-8.38,94,100,1.83,SJ,1680213521
12,arshan,46.2732,44.22,0.25,69,72,5.0,RU,1680213521
13,iralaya,15.0,-83.2333,27.37,60,0,6.26,HN,1680213521
14,rocha,-34.4833,-54.3333,17.36,89,100,2.66,UY,1680213522
15,yulara,-25.2406,130.9889,20.4,50,82,6.69,AU,1680213522
16,marawi,7.9986,124.2928,20.34,94,92,0.87,PH,1680213522
17,solnechnyy,50.7214,136.6319,-1.72,71,72,2.69,RU,1680213522
18,kiunga,-6.1219,141.2906,23.76,98,81,0.49,PG,1680213522
19,quatre cocos,-20.2078,57.7625,27.06,85,47,5.51,MU,1680213523
20,albany,42.6001,-73.9662,3.86,35,52,0.45,US,1680213378
21,pevek,69.7008,170.3133,-13.81,85,100,4.86,RU,1680213523
22,east london,-33.0153,27.9116,17.22,79,15,5.06,ZA,1680213330
23,gunjur,13.2019,-16.7339,23.04,88,0,3.6,GM,1680213523
24,jamestown,42.097,-79.2353,5.57,42,0,1.79,US,1680213524
25,agadez,19.75,10.25,23.25,13,1,5.23,NE,1680213524
26,santa maria,-29.6842,-53.8069,25.61,78,20,2.06,BR,1680213524
27,port alfred,-33.5906,26.891,15.1,85,42,1.34,ZA,1680213524
28,mataura,-46.1927,168.8643,13.04,75,33,1.75,NZ,1680213524
29,ribeira grande,38.5167,-28.7,15.43,87,100,1.79,PT,1680213524
30,new norfolk,-42.7826,147.0587,13.84,79,99,1.56,AU,1680213525
31,lompoc,34.6391,-120.4579,17.05,64,20,7.2,US,1680213525
32,tiksi,71.6872,128.8694,-30.51,100,100,2.74,RU,1680213525
33,leningradskiy,69.3833,178.4167,-18.11,91,14,2.75,RU,1680213525
34,talnakh,69.4865,88.3972,-28.22,98,68,2.68,RU,1680213525
35,roebourne,-20.7833,117.1333,26.86,81,33,1.76,AU,1680213525
36,ambulu,-8.345,113.6058,23.83,88,97,1.13,ID,1680213525
37,verkhnevilyuysk,63.4453,120.3167,-17.12,95,62,2.89,RU,1680213526
38,pisco,-13.7,-76.2167,26.03,69,75,4.63,PE,1680213526
39,esperance,-33.8667,121.9,14.58,82,18,4.67,AU,1680213526
40,cherskiy,68.75,161.3,-10.27,93,98,3.66,RU,1680213526
41,bluff,-46.6,168.3333,13.22,84,37,2.9,NZ,1680213526
42,henties bay,-22.116,14.2845,14.37,94,8,1.18,,1680213526
43,ushuaia,-54.8,-68.3,6.81,53,20,4.12,AR,1680213526
44,norman wells,65.282,-126.8329,-8.98,62,40,7.72,CA,1680213527
45,klaksvik,62.2266,-6.589,8.51,98,100,12.96,FO,1680213527
46,bunumbu,8.1667,-10.8667,22.38,93,90,0.62,SL,1680213527
47,butaritari,3.0707,172.7902,27.8,78,79,5.41,KI,1680213527
48,ancud,-41.8697,-73.8203,10.87,66,87,1.86,CL,1680213527
49,sao jose da coroa grande,-8.8978,-35.1478,25.4,80,5,2.89,BR,1680213527
50,mar del plata,-38.0023,-57.5575,17.83,73,0,8.23,AR,1680213437
51,busselton,-33.65,115.3333,17.35,76,100,5.73,AU,1680213528
52,avarua,-21.2078,-159.775,29.03,84,40,5.66,CK,1680213528
53,hobart,-42.8794,147.3294,13.48,81,75,2.06,AU,1680213314
54,anaconda,46.1285,-112.9423,0.55,93,100,2.16,US,1680213528
55,minsk,53.9,27.5667,-0.14,97,76,3.25,BY,1680213529
56,provideniya,64.3833,-173.3,-4.94,54,75,6.0,RU,1680213529
57,aripuana,-9.1667,-60.6333,24.31,94,77,1.28,BR,1680213529
58,pachelma,53.2443,43.3521,7.23,93,100,4.56,RU,1680213529
59,tautira,-17.7333,-149.15,26.73,75,91,2.02,PF,1680213529
60,sao filipe,14.8961,-24.4956,23.67,76,28,2.35,CV,1680213529
61,bollnas,61.3482,16.3946,-6.74,95,99,0.6,SE,1680213529
62,deputatskiy,69.3,139.9,-22.6,98,100,1.45,RU,1680213530
63,lorengau,-2.0226,147.2712,26.76,79,98,1.27,PG,1680213530
64,walvis bay,-22.9575,14.5053,14.48,94,0,1.5,,1680213530
65,cape town,-33.9258,18.4232,17.29,79,20,7.2,ZA,1680213279
66,hami,42.8,93.45,11.25,22,42,3.48,CN,1680213530
67,inhambane,-23.865,35.3833,22.42,83,5,1.98,MZ,1680213530
68,beira,-19.8436,34.8389,23.05,100,20,2.57,MZ,1680213530
69,kasongo,-4.45,26.6667,19.82,99,100,0.92,CD,1680213531
70,fort nelson,58.8053,-122.7002,-0.59,79,100,2.24,CA,1680213531
71,kayerkan,69.3497,87.7602,-28.6,75,99,0.44,RU,1680213531
72,bengkulu,-3.8004,102.2655,22.98,88,100,1.72,ID,1680213532
73,tasiilaq,65.6145,-37.6368,-2.98,96,100,3.3,GL,1680213532
74,pinega,64.7001,43.3936,-2.22,98,100,2.83,RU,1680213532
75,borger,52.9233,6.7931,11.55,85,41,6.11,NL,1680213532
76,bredasdorp,-34.5322,20.0403,14.79,84,74,0.4,ZA,1680213532
77,aitape,-3.1374,142.3475,25.37,86,100,2.28,PG,1680213532
78,rikitea,-23.1203,-134.9692,26.25,71,84,1.98,PF,1680213532
79,knysna,-34.0363,23.0471,14.88,89,16,1.92,ZA,1680213533
80,vaini,-21.2,-175.2,28.09,74,75,3.6,TO,1680213533
81,kitui,-1.367,38.0106,19.67,71,21,1.55,KE,1680213533
82,tayturka,52.8692,103.4608,-2.71,87,100,11.34,RU,1680213465
83,grootfontein,-19.5667,18.1167,17.76,82,69,2.06,,1680213533
84,firozpur jhirka,27.8,76.95,22.33,54,97,3.22,IN,1680213534
85,monrovia,6.3005,-10.7969,25.87,84,58,2.76,LR,1680213534
86,hithadhoo,-0.6,73.0833,27.86,76,12,4.11,MV,1680213534
87,venado tuerto,-33.7456,-61.9688,21.26,73,100,2.02,AR,1680213534
88,khunti,23.0833,85.2833,20.06,38,96,2.17,IN,1680213534
89,kuba-taba,43.7761,43.4428,1.74,79,84,1.95,RU,1680213534
90,huambo,-12.7761,15.7392,16.89,100,100,3.6,AO,1680213534
91,lebu,-37.6167,-73.65,13.77,75,50,7.47,CL,1680213535
92,pangai,-19.8,-174.35,28.06,89,20,3.09,TO,1680213535
93,kapaa,22.0752,-159.319,27.33,78,100,6.17,US,1680213535
94,kodiak,57.79,-152.4072,2.73,75,100,8.23,US,1680213535
95,finschhafen,-6.6024,147.8681,27.57,76,100,2.42,PG,1680213535
96,pampierstad,-27.7832,24.6877,16.98,23,36,2.29,ZA,1680213535
97,svetlogorsk,52.6333,29.7333,-2.65,94,14,2.79,BY,1680213535
98,stephenville crossing,48.5,-58.4318,3.07,65,40,5.66,CA,1680213536
99,fortuna,40.5982,-124.1573,12.18,69,25,2.24,US,1680213536
100,honningsvag,70.9821,25.9704,-2.14,93,100,5.66,NO,1680213536
101,ngudu,-2.9667,33.3333,17.6,91,98,0.68,TZ,1680213536
102,torbay,47.6666,-52.7314,0.43,77,20,4.12,CA,1680213536
103,airai,-8.9266,125.4092,15.52,95,100,1.22,TL,1680213537
104,havoysund,70.9963,24.6622,-1.87,100,100,6.75,NO,1680213537
105,anadyr,64.75,177.4833,-13.72,84,20,5.81,RU,1680213537
106,sisimiut,66.9395,-53.6735,-14.68,80,1,4.01,GL,1680213537
107,palu,-0.8917,119.8707,24.06,96,100,1.32,ID,1680213537
108,avera,33.194,-82.5271,23.08,41,0,2.48,US,1680213538
109,mweka,-4.85,21.5667,19.95,100,100,0.79,CD,1680213538
110,itoman,26.1247,127.6694,22.21,88,75,4.63,JP,1680213538
111,luganville,-15.5333,167.1667,28.72,73,98,1.97,VU,1680213538
112,tuktoyaktuk,69.4541,-133.0374,-17.0,71,0,7.2,CA,1680213539
113,cabo san lucas,22.8909,-109.9124,29.78,46,99,4.36,MX,1680213539
114,saint-philippe,-21.3585,55.7679,25.77,85,70,4.47,RE,1680213539
115,khulna,22.8135,89.5672,23.69,95,2,2.5,BD,1680213539
116,orcopampa,-15.2661,-72.3417,11.15,77,99,2.2,PE,1680213539
117,mackay,-21.15,149.2,25.32,84,64,2.6,AU,1680213400
118,nizhniy kuranakh,58.8353,125.4869,0.39,91,100,0.97,RU,1680213540
119,yumen,40.2833,97.2,8.21,16,1,5.86,CN,1680213540
120,touros,-5.1989,-35.4608,26.32,79,73,5.02,BR,1680213540
121,atuona,-9.8,-139.0333,27.08,73,4,6.61,PF,1680213540
122,guerrero negro,27.9769,-114.0611,17.06,46,5,8.61,MX,1680213540
123,castro,-24.7911,-50.0119,19.14,87,36,1.48,BR,1680213541
124,kruisfontein,-34.0033,24.7314,13.82,95,6,2.42,ZA,1680213541
125,saldanha,-33.0117,17.9442,16.03,82,36,9.69,ZA,1680213541
126,yerbogachen,61.2767,108.0108,-22.53,97,100,1.86,RU,1680213541
127,yarada,17.65,83.2667,26.49,80,12,5.34,IN,1680213542
128,riyadh,24.6877,46.7219,22.08,23,86,6.32,SA,1680213542
129,lady frere,-31.7031,27.2329,8.59,94,0,1.6,ZA,1680213542
130,rawson,-43.3002,-65.1023,9.44,78,99,9.42,AR,1680213542
131,tambo,-14.8,-73.9167,4.5,93,93,2.94,PE,1680213543
132,tilichiki,60.4667,166.1,-9.43,92,93,0.71,RU,1680213543
133,maha sarakham,16.3333,103.6667,29.95,56,4,2.33,TH,1680213543
134,fairbanks,64.8378,-147.7164,0.27,49,100,0.0,US,1680213455
135,bairiki,1.3292,172.9752,30.0,74,75,4.12,KI,1680213544
136,sangar,63.9242,127.4739,-8.99,89,100,4.14,RU,1680213544
137,carnarvon,-24.8667,113.6333,22.74,74,83,3.39,AU,1680213544
138,svetlyy,54.675,20.1347,7.03,97,100,4.59,RU,1680213545
139,hammerfest,70.6634,23.6821,-0.75,100,100,6.17,NO,1680213545
140,saskylakh,71.9167,114.0833,-33.11,100,89,2.68,RU,1680213545
141,ennis,52.8436,-8.9864,9.96,87,75,5.14,IE,1680213546
142,lahij,13.1667,44.5833,26.25,67,94,3.07,YE,1680213546
143,waipawa,-41.4122,175.5153,12.41,83,97,1.95,NZ,1680213546
144,clyde river,70.4692,-68.5914,-17.87,78,100,2.06,CA,1680213549
145,santander,43.4647,-3.8044,18.17,63,0,2.57,ES,1680213549
146,olinda,-8.0089,-34.8553,26.85,69,20,2.57,BR,1680213550
147,odweyne,9.4092,45.064,26.08,53,61,1.89,SO,1680213550
148,ixtapa,20.7,-105.2,31.36,32,100,3.54,MX,1680213402
149,neka,36.6508,53.299,13.26,85,32,4.99,IR,1680213550
150,bolivar,37.6145,-93.4105,20.07,49,100,0.89,US,1680213547
151,punta arenas,-53.15,-70.9167,9.06,49,0,9.77,CL,1680213499
152,berlevag,70.8578,29.0864,-4.0,86,0,5.66,NO,1680213547
153,aranos,-24.1333,19.1167,20.43,26,0,5.22,,1680213387
154,kjollefjord,70.9457,27.3465,-1.97,100,75,3.09,NO,1680213551
155,puerto del rosario,28.5004,-13.8627,22.86,49,0,8.23,ES,1680213552
156,arraial do cabo,-22.9661,-42.0278,25.98,83,0,3.6,BR,1680213552
157,vestmannaeyjar,63.4427,-20.2734,5.66,88,100,4.69,IS,1680213552
158,bakersfield,35.3733,-119.0187,14.91,60,75,3.6,US,1680213490
159,tamiahua,21.2667,-97.45,26.46,68,74,5.09,MX,1680213553
160,faanui,-16.4833,-151.75,27.96,73,100,4.5,PF,1680213553
161,ponta do sol,32.6667,-17.1,22.85,28,11,1.96,PT,1680213555
162,barrow,71.2906,-156.7887,-14.99,78,0,2.06,US,1680213517
163,coos bay,43.3665,-124.2179,11.11,76,100,3.6,US,1680213555
164,haines junction,60.7522,-137.5108,-2.03,59,100,1.03,CA,1680213555
165,poya,-21.35,165.15,27.75,68,6,1.55,NC,1680213556
166,el real de santa maria,8.109,-77.7325,27.58,82,47,2.07,PA,1680213556
167,marathon,44.9,-89.7668,3.58,46,100,4.63,US,1680213556
168,nikolskoye,59.7035,30.7861,-2.06,97,78,1.87,RU,1680213557
169,cairns,-16.9167,145.7667,25.97,89,15,1.54,AU,1680213300
170,xihe,31.6864,113.4659,12.99,76,20,1.52,CN,1680213558
171,fez,34.0372,-4.9998,17.14,48,0,4.63,MA,1680213558
172,brae,60.3964,-1.353,7.25,91,99,5.03,GB,1680213558
173,mogadishu,2.0371,45.3438,27.46,75,6,6.28,SO,1680213558
174,kouango,4.9934,19.9619,21.78,90,100,1.44,CF,1680213559
175,forestville,38.8451,-76.875,13.13,27,0,3.6,US,1680213451
176,kununurra,-15.7667,128.7333,21.99,94,100,0.0,AU,1680213559
177,ayorou,14.7308,0.9174,28.69,7,12,5.1,NE,1680213560
178,tacuarembo,-31.7333,-55.9833,21.79,89,99,3.82,UY,1680213560
179,comodoro rivadavia,-45.8667,-67.5,10.92,43,20,2.06,AR,1680213560
180,ahipara,-35.1667,173.1667,17.5,56,12,3.47,NZ,1680213560
181,aklavik,68.2191,-135.0107,-11.0,57,20,4.63,CA,1680213561
182,acapulco,16.8634,-99.8901,29.9,66,75,5.66,MX,1680213277
183,bahia honda,22.9036,-83.1592,27.25,62,30,6.15,CU,1680213561
184,tete,-16.1564,33.5867,25.05,78,20,3.09,MZ,1680213562
185,katsuura,35.1333,140.3,15.24,79,100,3.11,JP,1680213560
186,hilo,19.7297,-155.09,25.56,85,100,5.14,US,1680213417
187,kanashevo,55.2169,62.0634,-5.69,90,17,3.72,RU,1680213563
188,port lincoln,-34.7333,135.8667,15.92,78,69,2.76,AU,1680213544
189,bonthe,7.5264,-12.505,26.27,81,80,1.54,SL,1680213564
190,ilo,-17.6394,-71.3375,25.48,69,0,7.2,PE,1680213564
191,evensk,61.95,159.2333,-12.27,90,100,1.21,RU,1680213565
192,mahajanga,-15.7167,46.3167,26.01,94,20,1.03,MG,1680213565
193,alto araguaia,-17.3147,-53.2153,23.83,74,93,2.23,BR,1680213565
194,kismayo,-0.3582,42.5454,27.52,74,95,5.82,SO,1680213565
195,shache,38.4167,77.2406,12.62,17,73,0.64,CN,1680213566
196,vila velha,-20.3297,-40.2925,28.3,76,0,5.66,BR,1680213566
197,jumla,29.2747,82.1838,5.65,71,55,2.39,NP,1680213566
198,ginda,30.6945,78.4932,11.54,56,100,0.93,IN,1680213566
199,port hawkesbury,45.6169,-61.3485,2.51,79,0,4.47,CA,1680213505
200,sao joao da barra,-21.6403,-41.0511,28.05,81,99,6.41,BR,1680213567
201,vila franca do campo,37.7167,-25.4333,16.23,97,100,3.39,PT,1680213568
202,najran,17.4924,44.1277,23.36,48,23,1.96,SA,1680213568
203,udachnyy,66.4167,112.4,-21.42,83,100,3.52,RU,1680213569
204,mount gambier,-37.8333,140.7667,13.63,83,94,2.12,AU,1680213276
205,mehamn,71.0357,27.8492,-4.03,100,75,3.09,NO,1680213569
206,birin,26.8865,88.0718,12.43,62,19,2.23,NP,1680213570
207,dargaville,-35.9333,173.8833,16.75,51,9,1.56,NZ,1680213570
208,lazarev,52.225,141.5131,-0.8,94,98,2.81,RU,1680213570
209,khatanga,71.9667,102.5,-25.57,97,98,3.92,RU,1680213570
210,san jose,37.3394,-121.895,16.38,52,20,3.13,US,1680213354
211,san rafael,-34.6177,-68.3301,22.92,22,1,4.33,AR,1680213461
212,saint george,37.1041,-113.5841,8.86,63,100,10.29,US,1680213294
213,roald,62.5833,6.1333,3.75,64,0,8.75,NO,1680213571
214,tura,25.5198,90.2201,17.97,83,14,1.34,IN,1680213571
215,sibolga,1.7427,98.7792,23.43,84,100,1.36,ID,1680213571
216,mujiayingzi,42.1167,118.7833,8.08,39,0,3.0,CN,1680213571
217,dalby,-27.1833,151.2667,18.25,44,99,2.15,AU,1680213572
218,qaanaaq,77.484,-69.3632,-23.62,67,21,2.12,GL,1680213572
219,klaebu,63.2976,10.4826,-4.8,63,12,2.62,NO,1680213338
220,belaya gora,68.5333,146.4167,-16.17,94,100,3.56,RU,1680213572
221,batagay,67.6333,134.6333,-16.66,96,100,2.26,RU,1680213572
222,otradnoye,59.7775,30.8181,-1.97,97,78,1.82,RU,1680213573
223,filingue,14.3521,3.3168,29.43,10,53,3.18,NE,1680213573
224,poum,-20.2333,164.0167,27.13,74,50,6.65,NC,1680213573
225,koungheul,13.9833,-14.8,32.77,14,0,1.96,SN,1680213574
226,korla,41.7597,86.1469,13.12,26,52,5.26,CN,1680213574
227,kaitangata,-46.2817,169.8464,13.31,78,90,2.14,NZ,1680213574
228,teya,60.3778,92.6267,-15.02,96,100,1.86,RU,1680213574
229,luderitz,-26.6481,15.1594,16.16,71,1,6.79,,1680213574
230,sibu,2.3,111.8167,25.17,94,40,2.06,MY,1680213575
231,upernavik,72.7868,-56.1549,-28.11,93,37,2.93,GL,1680213575
232,severo-kurilsk,50.6789,156.125,1.25,70,4,1.94,RU,1680213575
233,dibulla,11.2725,-73.3091,25.92,78,50,3.52,CO,1680213575
234,sobolevo,54.4299,31.8996,-2.75,93,14,1.82,RU,1680213575
235,te anau,-45.4167,167.7167,10.56,69,83,0.22,NZ,1680213576
236,nouadhibou,20.931,-17.0347,24.99,47,0,5.66,MR,1680213576
237,la ronge,55.1001,-105.2842,-3.86,39,75,3.6,CA,1680213576
238,constitucion,-35.3333,-72.4167,17.62,51,75,7.3,CL,1680213571
239,poindimie,-20.9333,165.3333,27.19,75,52,2.69,NC,1680213577
240,bambous virieux,-20.3428,57.7575,27.14,89,40,5.14,MU,1680213577
241,oyem,1.5995,11.5793,20.37,98,98,1.35,GA,1680213577
242,isangel,-19.55,169.2667,27.06,89,75,0.0,VU,1680213577
243,pochutla,15.7432,-96.4661,32.12,51,48,2.56,MX,1680213578
244,agirish,61.9247,63.0231,-7.62,87,70,3.91,RU,1680213578
245,labuhan,-6.8844,112.2051,25.53,86,100,2.86,ID,1680213578
246,thinadhoo,0.5333,72.9333,27.87,76,27,4.11,MV,1680213578
247,xinye,32.5186,112.3522,10.99,78,8,2.44,CN,1680213579
248,neiafu,-18.65,-173.9833,28.38,78,40,4.12,TO,1680213579
249,husavik,66.0449,-17.3389,1.08,87,93,3.99,IS,1680213579
250,exeter,50.7236,-3.5275,10.86,94,75,10.29,GB,1680213580
251,puerto quijarro,-17.7833,-57.7667,27.92,69,99,1.21,BO,1680213580
252,broken hill,-31.95,141.4333,15.87,55,100,3.56,AU,1680213580
253,aketi,2.7388,23.7833,21.0,99,100,2.26,CD,1680213580
254,sao fidelis,-21.6461,-41.7469,27.97,78,98,1.42,BR,1680213580
255,wajima,37.4,136.9,11.38,63,99,4.13,JP,1680213581
256,chuy,-33.6971,-53.4616,19.5,93,100,4.5,UY,1680213581
257,baiyin,36.5583,104.2081,5.32,83,81,0.95,CN,1680213582
258,tromso,69.6496,18.957,-0.9,93,100,12.35,NO,1680213582
259,aragats,40.4889,44.3528,1.76,81,97,0.67,AM,1680213582
260,along,28.1667,94.7667,14.53,84,65,0.85,IN,1680213582
261,srivardhan,18.0333,73.0167,23.51,79,15,1.41,IN,1680213582
262,juneau,58.3019,-134.4197,5.79,92,100,2.33,US,1680213582
263,marsh harbour,26.5412,-77.0636,23.03,64,16,8.51,BS,1680213582
264,ponezhukay,44.8876,39.3855,3.94,70,95,6.13,RU,1680213582
265,aleksandrov gay,50.147,48.5704,7.24,76,100,7.86,RU,1680213583
266,san andres,12.5847,-81.7006,30.01,58,20,6.69,CO,1680213583
267,rincon,32.296,-81.2354,19.98,50,0,0.45,US,1680213389
268,mareeba,-17.0,145.4333,23.4,94,99,0.96,AU,1680213314
269,santiago del estero,-27.7951,-64.2615,27.97,62,0,1.42,AR,1680213583
270,parfino,57.9731,31.6481,-3.46,94,88,2.48,RU,1680213583
271,yelizovo,53.1873,158.3805,0.08,69,0,4.02,RU,1680213584
272,sitka,57.0531,-135.33,2.69,96,100,2.0,US,1680213584
273,cidreira,-30.1811,-50.2056,23.47,81,100,3.05,BR,1680213584
274,dicabisagan,17.0818,122.4157,24.26,89,77,1.35,PH,1680213584
275,blackwater,-23.5833,148.8833,23.89,39,7,4.23,AU,1680213584
